task_id,onet_soc_code,occupation_title,task_statement,dim1_Distributional Coverage_R,dim1_Distributional Coverage_B,dim2_Tacit Knowledge_R,dim2_Tacit Knowledge_B,dim3_Specification Ambiguity_R,dim3_Specification Ambiguity_B,dim4_Sequential Coherence_R,dim4_Sequential Coherence_B,dim5_Working Memory_R,dim5_Working Memory_B,dim6_Long-Term Memory_R,dim6_Long-Term Memory_B,dim7_Multimodal Demand_R,dim7_Multimodal Demand_B,dim8_Inference Speed_R,dim8_Inference Speed_B,dim9_Output Verifiability_R,dim9_Output Verifiability_B,dim10_Reliability Threshold_R,dim10_Reliability Threshold_B,dim11_Counterpart Acceptance_R,dim11_Counterpart Acceptance_B,dim12_Regulatory & Legal Constraints_R,dim12_Regulatory & Legal Constraints_B,exposure
6087,25-1067.00,"Sociology Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,2,3,2,3,2,3,2,3,2,3,2,1,0,0,0,3,3,3,3,,3,,1,0.0
6088,25-1067.00,"Sociology Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks and laboratory equipment.",2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,1,1,2,1,,1,,1,0.666667
6092,25-1067.00,"Sociology Teachers, Postsecondary",Perform administrative duties such as serving as department head.,2,1,3,2,3,2,2,2,3,2,3,2,1,0,0,0,3,3,3,3,,3,,3,0.0
6094,25-1067.00,"Sociology Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,1,2,2,3,2,3,2,3,2,2,1,1,0,0,0,3,3,3,2,,1,,1,0.0
6096,25-1067.00,"Sociology Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,0,2,1,2,1,2,1,2,1,1,0,0,0,0,0,2,2,2,2,,0,,0,0.600969
6098,25-1067.00,"Sociology Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,2,2,1,2,2,1,1,1,0,3,3,3,2,,2,,1,0.0
61,11-9111.00,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,3,2,2,1,3,2,2,1,3,2,2,1,1,0,0,0,2,2,2,2,,1,,1,0.450849
6100,25-1071.00,"Health Specialties Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",3,2,2,1,3,2,1,1,2,1,1,0,1,0,0,0,3,3,2,2,,2,,0,0.0
6102,25-1071.00,"Health Specialties Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",2,1,2,1,2,2,2,1,2,1,2,1,2,2,0,0,2,2,3,2,,2,,1,0.471405
6103,25-1071.00,"Health Specialties Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,0,,1,0.541188
6105,25-1071.00,"Health Specialties Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,1,3,2,3,1,3,2,3,2,2,1,0,0,3,2,3,2,,2,,1,0.437664
6108,25-1071.00,"Health Specialties Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,2,1,2,2,3,2,2,1,2,1,2,2,1,0,1,0,3,2,2,2,,2,,0,0.444992
6110,25-1071.00,"Health Specialties Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",1,0,1,0,1,1,1,0,2,0,3,1,1,0,0,0,1,1,3,2,,0,,1,0.682558
6112,25-1071.00,"Health Specialties Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,2,2,2,3,2,2,1,2,1,3,2,0,0,1,0,2,2,2,2,,2,,1,0.406504
6114,25-1071.00,"Health Specialties Teachers, Postsecondary",Write grant proposals to procure external research funding.,3,1,3,2,3,2,3,2,3,2,2,2,1,0,0,0,3,2,3,2,,1,,1,0.397301
6115,25-1071.00,"Health Specialties Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3,2,3,2,3,3,2,2,2,1,3,1,1,0,2,1,3,3,2,2,,3,,2,0.0
6116,25-1071.00,"Health Specialties Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks and laboratory equipment.",2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,2,1,2,2,,0,,1,0.631312
6118,25-1071.00,"Health Specialties Teachers, Postsecondary",Perform administrative duties such as serving as department head.,3,2,3,2,3,2,2,2,3,2,3,2,0,0,1,0,3,2,3,3,,3,,2,0.0
6119,25-1071.00,"Health Specialties Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,1,1,2,1,2,1,2,1,1,0,0,0,0,0,2,2,2,2,,0,,0,0.562961
612,33-3021.01,Detectives and Criminal Investigators,Schedule polygraph tests for consenting parties and record results of test interpretations for presentation with findings.,1,1,1,0,2,2,1,1,1,0,2,1,1,0,0,0,1,1,2,2,,2,,2,0.50864
6120,25-1071.00,"Health Specialties Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,1,2,2,2,1,1,1,1,0,3,3,3,3,,2,,2,0.0
6124,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,3,1,1,1,2,1,2,1,1,0,0,0,3,2,1,1,,2,,0,0.56749
6125,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,0,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,1,0.558962
6128,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,1,1,,2,,0,0.498117
6129,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,3,2,3,2,3,2,3,2,3,2,1,1,0,0,3,2,3,2,,2,,2,0.366775
6132,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,2,1,0,0,1,0,3,2,2,2,,2,,1,0.472613
6133,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",2,1,1,0,1,0,1,0,2,1,3,0,1,0,0,0,1,1,2,2,,0,,1,0.734425
6138,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",2,1,3,2,3,3,2,2,2,2,3,2,0,0,1,0,3,2,2,2,,3,,2,0.0
6139,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Coordinate training programs with area universities, clinics, hospitals, health agencies, or vocational schools.",2,1,2,1,3,2,2,2,2,1,2,1,1,0,0,0,2,2,2,2,,2,,1,0.472728
6140,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,2,1,2,1,1,0,2,1,1,0,0,0,0,0,2,2,2,2,,0,,0,0.579504
6143,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Write grant proposals to procure external research funding.,3,1,2,2,3,2,3,2,3,2,2,1,1,0,0,0,2,2,3,2,,1,,1,0.427129
6144,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Act as advisers to student organizations.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,2,2,,3,,1,0.0
6146,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Perform administrative duties such as serving as department head.,3,2,3,2,3,2,3,2,2,1,3,2,0,0,0,0,2,2,2,2,,3,,3,0.0
6147,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,2,2,2,2,2,1,0,1,0,3,2,3,2,,2,,2,0.361594
6148,25-1081.00,"Education Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,1,,1,,1,0.576148
6151,25-1081.00,"Education Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",3,1,2,2,2,2,2,1,2,1,2,1,1,1,0,0,3,2,3,2,,2,,1,0.464354
6152,25-1081.00,"Education Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,3,2,3,2,3,2,3,2,3,2,2,2,0,0,3,2,2,2,,2,,1,0.36803
6154,25-1081.00,"Education Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,2,1,1,0,2,2,1,1,1,1,0,0,3,2,2,2,,2,,0,0.482144
6155,25-1081.00,"Education Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,3,2,0,0,2,1,2,2,2,2,,2,,1,0.444947
6157,25-1081.00,"Education Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",2,1,1,0,1,0,1,0,2,1,3,1,0,0,0,0,1,1,3,2,,0,,1,0.629392
6158,25-1081.00,"Education Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,3,2,2,2,3,2,2,1,2,1,2,2,1,1,1,0,3,2,2,2,,3,,1,0.0
6160,25-1081.00,"Education Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,2,3,2,3,3,3,2,3,2,3,2,2,2,0,0,3,3,3,3,,3,,1,0.0
6161,25-1081.00,"Education Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",1,0,1,1,2,1,1,0,1,0,2,1,1,0,0,0,1,1,2,1,,0,,0,0.763143
6164,25-1081.00,"Education Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3,2,3,2,3,3,2,2,3,2,3,2,0,0,1,0,3,3,2,2,,3,,2,0.0
6165,25-1081.00,"Education Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,0,2,1,2,1,2,1,2,1,2,1,0,0,0,0,2,2,2,2,,0,,0,0.589743
6166,25-1081.00,"Education Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,0,2,2,3,2,3,2,3,2,2,1,1,1,0,0,3,2,2,2,,0,,1,0.417817
6168,25-1081.00,"Education Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",2,2,3,2,3,3,3,2,2,2,3,2,1,0,0,0,2,2,2,2,,3,,2,0.0
6170,25-1081.00,"Education Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,1,2,2,2,2,1,1,1,0,3,3,2,2,,2,,1,0.0
6171,25-1082.00,"Library Science Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,0,2,1,2,1,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,0,,1,0.611451
6173,25-1082.00,"Library Science Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",2,1,2,2,2,2,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,1,0.463689
6176,25-1082.00,"Library Science Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,2,3,2,3,2,3,2,2,1,1,0,0,0,3,2,2,2,,2,,1,0.411349
6178,25-1082.00,"Library Science Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",1,0,0,0,1,0,1,0,2,0,3,1,0,0,0,0,1,1,3,2,,0,,1,0.663999
6179,25-1082.00,"Library Science Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,3,2,2,2,3,2,2,1,2,1,2,2,1,1,1,0,3,2,2,2,,2,,0,0.406504
618,33-3051.01,Police and Sheriff's Patrol Officers,Review facts of incidents to determine if criminal act or statute violations were involved.,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,3,3,3,3,,3,,3,0.0
6180,25-1082.00,"Library Science Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,3,2,0,0,1,0,2,2,2,2,,2,,1,0.444968
6181,25-1082.00,"Library Science Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,1,0.529134
6182,25-1082.00,"Library Science Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.",3,2,3,2,3,2,3,2,2,1,3,2,1,1,1,0,3,3,3,2,,3,,2,0.0
6184,25-1082.00,"Library Science Teachers, Postsecondary",Write grant proposals to procure external research funding.,3,1,2,2,3,2,3,2,3,2,2,1,1,0,0,0,2,2,3,2,,0,,1,0.418941
6185,25-1082.00,"Library Science Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",2,1,1,0,2,2,1,0,1,0,1,0,1,0,0,0,1,1,1,1,,0,,1,0.703248
6186,25-1082.00,"Library Science Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3,2,3,2,3,3,2,2,2,1,3,2,1,0,1,0,3,3,2,2,,3,,2,0.0
6188,25-1082.00,"Library Science Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,2,2,1,2,,0,,0,0.591535
6189,25-1082.00,"Library Science Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",2,1,3,2,3,3,2,2,2,2,3,2,0,0,1,0,2,2,3,2,,3,,2,0.0
6192,25-1082.00,"Library Science Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,2,2,,2,,1,0.441913
6194,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,2,1,1,0,2,1,2,1,1,0,0,0,3,2,1,1,,2,,0,0.575248
6195,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,1,0.495331
6198,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,0,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,1,,1,,1,0.61424
6199,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,1,3,2,3,2,3,2,3,2,3,2,1,1,0,0,3,3,3,3,,3,,1,0.0
6200,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,1,3,2,3,2,3,2,3,2,1,1,0,0,3,2,2,2,,2,,1,0.401722
6202,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",1,0,1,0,1,0,1,0,2,0,3,0,0,0,0,0,1,1,3,2,,0,,1,0.745768
6203,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",1,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,,0,,1,0.850283
6204,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,3,1,0,0,2,1,2,2,2,2,,2,,1,0.485218
6206,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,2,1,2,2,3,2,2,1,2,1,2,2,1,0,1,0,2,2,1,1,,2,,0,0.474189
6207,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,1,2,1,3,2,3,2,3,2,2,1,0,0,0,0,2,2,2,2,,1,,1,0.434067
6208,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",2,1,3,2,3,3,2,2,2,1,3,2,1,0,1,0,3,3,2,2,,3,,2,0.0
6209,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,1,1,2,2,,0,,0,0.621559
621,33-3051.01,Police and Sheriff's Patrol Officers,Evaluate complaint and emergency-request information to determine response requirements.,3,2,2,2,3,2,2,1,2,1,1,0,2,2,3,2,2,2,3,3,,2,,2,0.0
6211,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,1,2,1,2,1,1,1,1,0,3,3,3,3,,2,,1,0.0
6212,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Perform administrative duties such as serving as department head.,2,1,3,2,3,2,2,2,2,1,3,2,1,0,0,0,2,2,3,2,,3,,3,0.0
6215,25-1112.00,"Law Teachers, Postsecondary","Evaluate and grade students' class work, assignments, papers, and oral presentations.",3,1,3,2,3,2,2,1,2,2,2,1,2,2,0,0,3,3,3,3,,3,,1,0.0
6219,25-1112.00,"Law Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.54716
6220,25-1112.00,"Law Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,2,2,1,0,2,1,2,1,1,0,0,0,3,2,1,1,,2,,0,0.532607
6221,25-1112.00,"Law Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,2,3,2,3,2,3,2,3,2,1,0,0,0,3,2,3,2,,2,,1,0.384722
6223,25-1112.00,"Law Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,1,3,2,3,2,3,2,3,2,2,2,1,0,0,0,3,3,3,3,,3,,1,0.0
6224,25-1112.00,"Law Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,2,2,,2,,1,0.481019
6226,25-1112.00,"Law Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",2,0,1,0,2,2,1,0,1,0,1,0,0,0,0,0,1,1,1,1,,0,,1,0.733206
6227,25-1112.00,"Law Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",2,0,1,0,1,0,1,0,2,0,3,1,0,0,0,0,1,1,3,1,,0,,1,0.805535
6229,25-1112.00,"Law Teachers, Postsecondary",Perform administrative duties such as serving as department head.,3,2,3,2,3,3,2,2,2,2,3,2,1,0,1,0,3,3,2,2,,3,,3,0.0
6230,25-1112.00,"Law Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,2,1,2,2,3,2,2,1,2,1,2,1,1,1,1,0,3,2,1,1,,3,,0,0.0
6232,25-1112.00,"Law Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,0,2,1,2,2,2,1,2,1,1,0,0,0,0,0,2,2,2,2,,0,,0,0.547917
6235,25-1112.00,"Law Teachers, Postsecondary",Assign cases for students to hear and try.,2,0,2,1,2,2,2,1,2,1,2,1,0,0,0,0,1,1,1,1,,1,,0,0.641579
6236,25-1112.00,"Law Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,1,2,1,2,1,1,1,1,0,3,3,3,3,,3,,2,0.0
6237,25-1112.00,"Law Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,1,2,2,3,2,3,2,3,1,2,1,1,0,0,0,3,2,3,2,,1,,1,0.452528
6239,25-1113.00,"Social Work Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,3,3,3,2,,3,,2,0.0
6241,25-1113.00,"Social Work Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,2,2,1,0,2,1,2,2,1,1,0,0,3,2,1,1,,2,,0,0.482144
6242,25-1113.00,"Social Work Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,2,3,2,3,2,3,2,3,2,3,2,1,1,0,0,3,3,3,2,,3,,1,0.0
6244,25-1113.00,"Social Work Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, or handouts.",2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,1,2,1,,1,,1,0.633125
6247,25-1113.00,"Social Work Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,1,3,2,3,2,3,2,2,1,1,1,0,0,3,2,3,2,,2,,1,0.423722
6248,25-1113.00,"Social Work Teachers, Postsecondary",Collaborate with colleagues and community agencies to address teaching and research issues.,3,2,3,2,3,2,2,2,2,1,2,1,1,1,1,0,3,3,2,2,,3,,1,0.0
6249,25-1113.00,"Social Work Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,2,,1,0.541502
6250,25-1113.00,"Social Work Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,2,1,1,0,2,1,2,2,2,2,,2,,1,0.493485
6251,25-1113.00,"Social Work Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",1,0,1,0,1,0,1,0,2,0,3,1,0,0,0,0,1,1,3,2,,0,,1,0.683707
6252,25-1113.00,"Social Work Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,1,2,2,3,2,3,2,3,2,2,1,1,0,0,0,3,2,2,2,,2,,1,0.403156
6254,25-1113.00,"Social Work Teachers, Postsecondary",Perform administrative duties such as serving as department head.,3,2,3,2,3,3,3,2,3,2,3,2,1,0,1,0,3,3,3,2,,3,,3,0.0
6255,25-1113.00,"Social Work Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,2,2,1,2,,1,,0,0.596269
6256,25-1113.00,"Social Work Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks or laboratory equipment.",2,1,1,1,2,1,1,0,2,1,2,1,1,1,0,0,1,1,2,1,,0,,1,0.684933
6259,25-1113.00,"Social Work Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,3,2,3,2,2,2,2,1,2,2,1,1,1,0,3,3,3,3,,3,,1,0.0
6264,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as acting techniques, fundamentals of music, and art history.",3,1,2,2,2,1,3,1,2,1,2,1,3,2,3,1,3,2,2,2,,3,,2,0.0
6266,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,0,2,1,2,1,2,1,2,1,2,1,2,1,0,0,2,1,2,1,,1,,1,0.694253
6268,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",2,1,2,1,2,1,1,0,2,1,2,1,1,1,0,0,3,2,1,1,,2,,0,0.562435
6269,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,2,2,,2,,1,0.487605
6270,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",1,0,1,0,1,1,1,0,2,0,3,1,0,0,0,0,1,1,3,2,,0,,1,0.66419
6273,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,3,2,3,2,3,2,3,2,3,2,2,2,0,0,3,2,2,2,,2,,1,0.36803
6277,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks and performance pieces.",2,1,2,1,2,2,2,1,1,0,2,1,1,1,0,0,1,1,1,1,,1,,1,0.627026
6278,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,3,2,2,2,3,2,2,1,2,1,2,1,1,1,1,0,3,2,2,2,,3,,1,0.0
6279,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",2,1,3,2,3,3,2,2,2,1,3,2,0,0,1,0,3,2,2,2,,3,,2,0.0
6281,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","Keep students informed of community events, such as plays and concerts.",1,0,1,0,2,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,,0,,0,0.850283
6282,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,2,2,1,2,,1,,0,0.615853
6284,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Perform administrative duties such as serving as department head.,2,1,3,2,3,2,3,2,2,1,3,2,0,0,1,0,3,3,2,2,,3,,2,0.0
6286,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Write grant proposals to procure external research funding.,2,1,2,2,3,2,3,2,3,2,2,1,0,0,0,0,3,2,2,2,,1,,1,0.402696
6287,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Provide professional consulting services to government or industry.,3,2,2,2,3,2,2,2,2,1,2,1,2,2,1,0,3,2,2,2,,2,,1,0.400101
6288,25-1122.00,"Communications Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",2,1,2,1,3,2,2,1,2,1,2,1,1,1,0,0,3,2,3,2,,2,,1,0.478562
6289,25-1122.00,"Communications Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",2,0,2,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,2,2,,1,,1,0.571019
6292,25-1122.00,"Communications Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,2,,1,0.505239
6293,25-1122.00,"Communications Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",2,0,1,0,1,1,1,0,2,1,3,1,0,0,0,0,1,1,3,1,,0,,1,0.742791
6294,25-1122.00,"Communications Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",3,1,2,2,3,2,3,2,2,2,3,2,2,1,0,0,3,2,2,2,,2,,1,0.391153
6297,25-1122.00,"Communications Teachers, Postsecondary",Advise students on academic and vocational curricula and on career issues.,3,1,2,2,3,2,2,1,2,1,2,1,1,1,1,0,3,2,2,2,,2,,1,0.479436
6299,25-1122.00,"Communications Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",2,0,1,0,2,1,1,0,1,0,2,1,1,0,0,0,1,1,1,0,,0,,1,0.829329
6300,25-1122.00,"Communications Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,2,2,2,,3,,1,0.0
6301,25-1122.00,"Communications Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",3,1,3,2,3,2,3,2,3,2,3,2,1,1,0,0,3,3,3,3,,3,,1,0.0
6303,25-1122.00,"Communications Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",2,2,3,2,3,3,2,2,2,1,3,1,0,0,1,0,3,3,2,2,,3,,2,0.0
